CMTE_ID,CMTE_NM,CAND_ID,CAND_NAME,CAND_OFFICE,CAND_STATE,CAND_OFFICE_DISTRICT,CAND_PTY_AFFILIATION,TRANSACTION_DT,TRANSACTION_AMT,TRANSACTION_TP,COMMUNICATION_TP,COMMUNICATION_CLASS,SUPPORT_OPPOSE_IND,IMAGE_NUM,LINE_NUM,FORM_TP_CD,SCHED_TP_CD,TRAN_ID,SUB_ID,FILE_NUM,RPT_YR,CAND_STATE_DESCRIPTION,CAND_PTY_AFFILIATION_DESCRIPTION,PURPOSE
"C70000112","AFL-CIO COPE POLITICAL CONTRIBUTIONS COMMITTEE","H0NH01217","GUINTA, FRANK","H","NH","01","REP","20101029","341.66","24N","O","M","O","http://docquery.fec.gov/cgi-bin/fecimg/?11030583334","","F7","F76","F760407131410797","2061420111140795883","721035","2010","NEW HAMPSHIRE","Republican Party",""
"C70000112","AFL-CIO COPE POLITICAL CONTRIBUTIONS COMMITTEE","H0OH13136","GANLEY, THOMAS D","H","OH","13","REP","20101029","12821.63","24N","DM","M","O","http://docquery.fec.gov/cgi-bin/fecimg/?11030583333","","F7","F76","F760407131410767","2061420111140795853","721035","2010","OHIO","Republican Party",""
"C70000112","AFL-CIO COPE POLITICAL CONTRIBUTIONS COMMITTEE","H0OH13136","GANLEY, THOMAS D","H","OH","13","REP","20101029","68.66","24N","O","M","O","http://docquery.fec.gov/cgi-bin/fecimg/?11030583333","","F7","F76","F760407131410768","2061420111140795854","721035","2010","OHIO","Republican Party",""
"C70000112","AFL-CIO COPE POLITICAL CONTRIBUTIONS COMMITTEE","H0CO04122","GARDNER, CORY SCOTT REP.","H","CO","04","REP","20101029","840.79","24N","DM","M","O","http://docquery.fec.gov/cgi-bin/fecimg/?11030583333","","F7","F76","F760407131410771","2061420111140795857","721035","2010","COLORADO","Republican Party",""
"C70000112","AFL-CIO COPE POLITICAL CONTRIBUTIONS COMMITTEE","H0CO04122","GARDNER, CORY SCOTT REP.","H","CO","04","REP","20101029","91.24","24N","O","M","O","http://docquery.fec.gov/cgi-bin/fecimg/?11030583333","","F7","F76","F760407131410772","2061420111140795858","721035","2010","COLORADO","Republican Party",""
"C70000112","AFL-CIO COPE POLITICAL CONTRIBUTIONS COMMITTEE","H2PA06114","GERLACH, JIM","H","PA","06","REP","20101029","4142.29","24N","DM","M","O","http://docquery.fec.gov/cgi-bin/fecimg/?11030583334","","F7","F76","F760407131410774","2061420111140795860","721035","2010","PENNSYLVANIA","Republican Party",""
"C70000112","AFL-CIO COPE POLITICAL CONTRIBUTIONS COMMITTEE","H2PA06114","GERLACH, JIM","H","PA","06","REP","20101029","101.07","24N","O","M","O","http://docquery.fec.gov/cgi-bin/fecimg/?11030583334","","F7","F76","F760407131410775","2061420111140795861","721035","2010","PENNSYLVANIA","Republican Party",""
"C70000112","AFL-CIO COPE POLITICAL CONTRIBUTIONS COMMITTEE","H0OH18077","GIBBS, ROBERT BRIAN MR.","H","OH","18","REP","20101029","25434.75","24N","DM","M","O","http://docquery.fec.gov/cgi-bin/fecimg/?11030583334","","F7","F76","F760407131410779","2061420111140795865","721035","2010","OHIO","Republican Party",""
"C70000112","AFL-CIO COPE POLITICAL CONTRIBUTIONS COMMITTEE","H0OH18077","GIBBS, ROBERT BRIAN MR.","H","OH","18","REP","20101029","68.66","24N","O","M","O","http://docquery.fec.gov/cgi-bin/fecimg/?11030583334","","F7","F76","F760407131410780","2061420111140795866","721035","2010","OHIO","Republican Party",""
"C70000112","AFL-CIO COPE POLITICAL CONTRIBUTIONS COMMITTEE","H0NY20095","GIBSON, CHRIS P","H","NY","20","REP","20101029","17194.83","24N","DM","M","O","http://docquery.fec.gov/cgi-bin/fecimg/?11030583334","","F7","F76","F760407131410781","2061420111140795867","721035","2010","NEW YORK","Republican Party",""
