CMTE_ID,CMTE_NM,CAND_ID,CAND_NAME,CAND_OFFICE,CAND_STATE,CAND_OFFICE_DISTRICT,CAND_PTY_AFFILIATION,TRANSACTION_DT,TRANSACTION_AMT,TRANSACTION_TP,COMMUNICATION_TP,COMMUNICATION_CLASS,SUPPORT_OPPOSE_IND,IMAGE_NUM,LINE_NUM,FORM_TP_CD,SCHED_TP_CD,TRAN_ID,SUB_ID,FILE_NUM,RPT_YR,CAND_STATE_DESCRIPTION,CAND_PTY_AFFILIATION_DESCRIPTION,PURPOSE
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H6CA24113","SHERMAN, BRAD","H","CA","30","DEM","20180920","100","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241841","","F7","F76","F7610251818417","2111520181618027361","1281450","2018","CALIFORNIA","Democratic Party",""
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H6CA05195","MATSUI, DORIS","H","CA","06","DEM","20180920","100","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241841","","F7","F76","F7610251818418","2111520181618027362","1281450","2018","CALIFORNIA","Democratic Party",""
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H2CA15094","SWALWELL, ERIC MICHAEL","H","CA","15","DEM","20180920","100","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241842","","F7","F76","F7610251818429","2111520181618027363","1281450","2018","CALIFORNIA","Democratic Party",""
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H8CA39174","CISNEROS, GILBERT","H","CA","39","DEM","20180920","100","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241842","","F7","F76","F76102518184210","2111520181618027364","1281450","2018","CALIFORNIA","Democratic Party",""
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H8CA48035","ROUDA, HARLEY E JR","H","CA","48","DEM","20180920","100","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241843","","F7","F76","F76102518184311","2111520181618027365","1281450","2018","CALIFORNIA","Democratic Party",""
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H8CA10126","HARDER, JOSH","H","CA","10","DEM","20180920","100","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241843","","F7","F76","F76102518184312","2111520181618027366","1281450","2018","CALIFORNIA","Democratic Party",""
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H4CA11081","MCNERNEY, GERALD MARK","H","CA","09","DEM","20180920","100","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241844","","F7","F76","F76102518184413","2111520181618027367","1281450","2018","CALIFORNIA","Democratic Party",""
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H2CA50026","VARGAS, JUAN CARLOS","H","CA","51","DEM","20180920","100","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241844","","F7","F76","F76102518184414","2111520181618027368","1281450","2018","CALIFORNIA","Democratic Party",""
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H0CA32101","CHU, JUDY","H","CA","27","DEM","20180920","100","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241845","","F7","F76","F76102518184515","2111520181618027369","1281450","2018","CALIFORNIA","Democratic Party",""
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H8CA34266","GOMEZ, JIMMY","H","CA","34","DEM","20180920","100","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241845","","F7","F76","F76102518184516","2111520181618027370","1281450","2018","CALIFORNIA","Democratic Party",""
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H2CA00120","BROWNLEY, JULIA","H","CA","26","DEM","20180920","100","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241846","","F7","F76","F76102518184617","2111520181618027371","1281450","2018","CALIFORNIA","Democratic Party",""
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H8CA50098","CAMPA-NAJJAR, AMMAR","H","CA","50","DEM","20180920","100","24F","O","","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241857","","F7","F76","F76102518185740","2111520181618027394","1281450","2018","CALIFORNIA","Democratic Party",""
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H8CA25074","HILL, KATHERINE LAUREN","H","CA","25","DEM","20180920","100","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241847","","F7","F76","F76102518184719","2111520181618027373","1281450","2018","CALIFORNIA","Democratic Party",""
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H2CA39078","SANCHEZ, LINDA","H","CA","38","DEM","20180920","100","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241847","","F7","F76","F76102518184720","2111520181618027374","1281450","2018","CALIFORNIA","Democratic Party",""
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H2CA33048","ROYBAL-ALLARD, LUCILLE","H","CA","40","DEM","20180920","100","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241848","","F7","F76","F76102518184821","2111520181618027375","1281450","2018","CALIFORNIA","Democratic Party",""
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H0CA10073","DESAULNIER, MARK","H","CA","11","DEM","20180920","100","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241848","","F7","F76","F76102518184822","2111520181618027376","1281450","2018","CALIFORNIA","Democratic Party",""
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H2CA43245","TAKANO, MARK","H","CA","41","DEM","20180920","100","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241849","","F7","F76","F76102518184923","2111520181618027377","1281450","2018","CALIFORNIA","Democratic Party",""
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H4CA23011","WATERS, MAXINE","H","CA","43","DEM","20180920","100","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241849","","F7","F76","F76102518184924","2111520181618027378","1281450","2018","CALIFORNIA","Democratic Party",""
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H8CA49058","LEVIN, MIKE","H","CA","49","DEM","20180920","100","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241850","","F7","F76","F76102518185025","2111520181618027379","1281450","2018","CALIFORNIA","Democratic Party",""
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H8CA01109","THOMPSON, MIKE MR.","H","CA","05","DEM","20180920","100","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241850","","F7","F76","F76102518185026","2111520181618027380","1281450","2018","CALIFORNIA","Democratic Party",""
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H8CA05035","PELOSI, NANCY","H","CA","12","DEM","20180920","100","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241851","","F7","F76","F76102518185127","2111520181618027381","1281450","2018","CALIFORNIA","Democratic Party",""
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H4CA35031","TORRES, NORMA","H","CA","35","DEM","20180920","100","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241851","","F7","F76","F76102518185128","2111520181618027382","1281450","2018","CALIFORNIA","Democratic Party",""
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H2CA31125","AGUILAR, PETE","H","CA","31","DEM","20180920","100","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241852","","F7","F76","F76102518185229","2111520181618027383","1281450","2018","CALIFORNIA","Democratic Party",""
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H2CA36439","RUIZ, RAUL DR","H","CA","36","DEM","20180920","100","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241852","","F7","F76","F76102518185230","2111520181618027384","1281450","2018","CALIFORNIA","Democratic Party",""
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H6CA24303","CARBAJAL, SALUD","H","CA","24","DEM","20180920","100","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241853","","F7","F76","F76102518185331","2111520181618027385","1281450","2018","CALIFORNIA","Democratic Party",""
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H8CA10167","COX, TERRANCE JOHN (TJ)","H","CA","21","DEM","20180920","100","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241853","","F7","F76","F76102518185332","2111520181618027386","1281450","2018","CALIFORNIA","Democratic Party",""
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H2CA28113","CARDENAS, TONY","H","CA","29","DEM","20180920","100","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241854","","F7","F76","F76102518185433","2111520181618027387","1281450","2018","CALIFORNIA","Democratic Party",""
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H4CA16049","LOFGREN, ZOE","H","CA","19","DEM","20180920","100","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241854","","F7","F76","F76102518185434","2111520181618027388","1281450","2018","CALIFORNIA","Democratic Party",""
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H4CA12055","KHANNA, ROHIT","H","CA","17","DEM","20180920","100","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241855","","F7","F76","F76102518185535","2111520181618027389","1281450","2018","CALIFORNIA","Democratic Party",""
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H4CA33119","LIEU, TED","H","CA","33","DEM","20180920","100","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241855","","F7","F76","F76102518185536","2111520181618027390","1281450","2018","CALIFORNIA","Democratic Party",""
"C70006200","AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE)","H8CA12171","SPEIER, JACKIE","H","CA","14","DEM","20180920","100","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810220300241856","","F7","F76","F76102518185637","2111520181618027391","1281450","2018","CALIFORNIA","Democratic Party",""
"C70000120","AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO","S6PA00217","CASEY, ROBERT P JR","S","PA","00","DEM","20181029","3250","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201901290300258387","","F7","F76","F7601311983871","2022520191643722302","1310504","2018","PENNSYLVANIA","Democratic Party",""
"C70000120","AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO","S6OH00163","BROWN, SHERROD","S","OH","00","DEM","20180919","27334.17","24F","DM","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810110300233315","","F7","F76","F7610141833152","1103120180037415613","1269622","2018","OHIO","Democratic Party",""
"C70000120","AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO","S6PA00217","CASEY, ROBERT P JR","S","PA","00","DEM","20180724","618.84","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201810110300233315","","F7","F76","F7610141833151","1103120180037415612","1269622","2018","PENNSYLVANIA","Democratic Party",""
"C70002472","AMERICAN FEDERATION OF TEACHERS, AFL-CIO","S6MO00305","MCCASKILL, CLAIRE","S","MO","00","DEM","20181024","3084.38","24F","DM","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201905319149845817","","F7","F76","F76.4133","4060120191657396964","1332748","2018","MISSOURI","Democratic Party",""
"C70002472","AMERICAN FEDERATION OF TEACHERS, AFL-CIO","S6MO00305","MCCASKILL, CLAIRE","S","MO","00","DEM","20181029","3392.47","24F","DM","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201905319149845817","","F7","F76","F76.4250","4060120191657396965","1332748","2018","MISSOURI","Democratic Party",""
"C70002472","AMERICAN FEDERATION OF TEACHERS, AFL-CIO","S6NJ00289","MENENDEZ, ROBERT","S","NJ","00","DEM","20181022","17842.33","24F","DM","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201905319149845818","","F7","F76","F76.4105","4060120191657396966","1332748","2018","NEW JERSEY","Democratic Party",""
"C70002472","AMERICAN FEDERATION OF TEACHERS, AFL-CIO","S6NJ00289","MENENDEZ, ROBERT","S","NJ","00","DEM","20181022","18526.84","24F","DM","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201905319149845818","","F7","F76","F76.4134","4060120191657396967","1332748","2018","NEW JERSEY","Democratic Party",""
"C70002472","AMERICAN FEDERATION OF TEACHERS, AFL-CIO","H8FL26039","MUCARSEL-POWELL, DEBBIE","H","FL","26","DEM","20181029","2857.77","24F","DM","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201905319149845818","","F7","F76","F76.4214","4060120191657396968","1332748","2018","FLORIDA","Democratic Party",""
"C70002472","AMERICAN FEDERATION OF TEACHERS, AFL-CIO","S2CT00132","MURPHY, CHRISTOPHER S MR","S","CT","00","DEM","20181022","6403.36","24F","DM","E","S","http://docquery.fec.gov/cgi-bin/fecimg/?201905319149845818","","F7","F76","F76.4112","4060120191657396969","1332748","2018","CONNECTICUT","Democratic Party",""
"C70002472","AMERICAN FEDERATION OF TEACHERS, AFL-CIO","S2CT00132","MURPHY, CHRISTOPHER S MR","S","CT","00","DEM","20181029","6624.14","24F","DM","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201905319149845818","","F7","F76","F76.4248","4060120191657396970","1332748","2018","CONNECTICUT","Democratic Party",""
"C70002472","AMERICAN FEDERATION OF TEACHERS, AFL-CIO","S8FL00166","NELSON, BILL","S","FL","00","DEM","20181019","20789.58","24F","DM","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201905319149845819","","F7","F76","F76.4161","4060120191657396971","1332748","2018","FLORIDA","Democratic Party",""
"C70002472","AMERICAN FEDERATION OF TEACHERS, AFL-CIO","S0AL00156","JONES, DOUG","S","AL","00","DEM","20171208","4925.31","24F","DM","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201809189121731007","","F7","F76","F76.4109","4091820181591071375","1261709","2018","ALABAMA","Democratic Party",""
"C70002472","AMERICAN FEDERATION OF TEACHERS, AFL-CIO","H8NM01331","HAALAND, DEBRA","H","NM","01","DEM","20180430","76.66","24F","O","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201809189121731006","","F7","F76","F76.4113","4091820181591071372","1261709","2018","NEW MEXICO","Democratic Party",""
"C70002472","AMERICAN FEDERATION OF TEACHERS, AFL-CIO","H8NM01331","HAALAND, DEBRA","H","NM","01","DEM","20180625","762.2","24F","DM","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201809189121731006","","F7","F76","F76.4116","4091820181591071373","1261709","2018","NEW MEXICO","Democratic Party",""
"C70002472","AMERICAN FEDERATION OF TEACHERS, AFL-CIO","S2NM00088","HEINRICH, MARTIN TREVOR","S","NM","00","DEM","20180625","762.2","24F","DM","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201809189121731007","","F7","F76","F76.4118","4091820181591071374","1261709","2018","NEW MEXICO","Democratic Party",""
"C70002472","AMERICAN FEDERATION OF TEACHERS, AFL-CIO","H8PA18181","LAMB, CONOR","H","PA","17","DEM","20180301","14711.5","24F","DM","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201809189121731007","","F7","F76","F76.4126","4091820181591071376","1261709","2018","PENNSYLVANIA","Democratic Party",""
"C70002472","AMERICAN FEDERATION OF TEACHERS, AFL-CIO","H8NM03196","LUJAN, BEN R MR.","H","NM","03","DEM","20180625","762.2","24F","DM","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201809189121731007","","F7","F76","F76.4122","4091820181591071377","1261709","2018","NEW MEXICO","Democratic Party",""
"C70002472","AMERICAN FEDERATION OF TEACHERS, AFL-CIO","H8IL03102","NEWMAN, MARIE","H","IL","03","DEM","20180302","2472.58","24F","DM","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201809189121731007","","F7","F76","F76.4129","4091820181591071378","1261709","2018","ILLINOIS","Democratic Party",""
"C70002472","AMERICAN FEDERATION OF TEACHERS, AFL-CIO","H8NM02248","TORRES SMALL, XOCHITL","H","NM","02","DEM","20180625","762.2","24F","DM","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201809189121731008","","F7","F76","F76.4120","4091820181591071379","1261709","2018","NEW MEXICO","Democratic Party",""
"C70002472","AMERICAN FEDERATION OF TEACHERS, AFL-CIO","H8NJ02166","VAN DREW, JEFF","H","NJ","02","DEM","20181029","2487.46","24F","DM","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201905319149845823","","F7","F76","F76.4220","4060120191657396994","1332748","2018","NEW JERSEY","Democratic Party",""
"C70002472","AMERICAN FEDERATION OF TEACHERS, AFL-CIO","H8PA08174","WALLACE, HENRY SCOTT","H","PA","01","DEM","20181016","1977.68","24F","DM","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201905319149845823","","F7","F76","F76.4165","4060120191657396995","1332748","2018","PENNSYLVANIA","Democratic Party",""
"C70002472","AMERICAN FEDERATION OF TEACHERS, AFL-CIO","H8PA08174","WALLACE, HENRY SCOTT","H","PA","01","DEM","20181029","1977.21","24F","DM","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201905319149845824","","F7","F76","F76.4225","4060120191657396996","1332748","2018","PENNSYLVANIA","Democratic Party",""
"C70002472","AMERICAN FEDERATION OF TEACHERS, AFL-CIO","H8VA10106","WEXTON, JENNIFER","H","VA","10","DEM","20181022","516.93","24F","DM","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201905319149845824","","F7","F76","F76.4122","4060120191657396997","1332748","2018","VIRGINIA","Democratic Party",""
"C70002472","AMERICAN FEDERATION OF TEACHERS, AFL-CIO","S2WI00219","BALDWIN, TAMMY","S","WI","00","DEM","20181018","3240","24F","DM","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201905319149845805","","F7","F76","F76.4099","4060120191657396904","1332748","2018","WISCONSIN","Democratic Party",""
"C70002472","AMERICAN FEDERATION OF TEACHERS, AFL-CIO","S2WI00219","BALDWIN, TAMMY","S","WI","00","DEM","20181024","1707.3","24F","DM","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201905319149845805","","F7","F76","F76.4136","4060120191657396905","1332748","2018","WISCONSIN","Democratic Party",""
"C70002472","AMERICAN FEDERATION OF TEACHERS, AFL-CIO","S2WI00219","BALDWIN, TAMMY","S","WI","00","DEM","20181031","295.9","24F","DM","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201905319149845806","","F7","F76","F76.4128","4060120191657396906","1332748","2018","WISCONSIN","Democratic Party",""
"C70002472","AMERICAN FEDERATION OF TEACHERS, AFL-CIO","H8PA14065","BOERIO, BIBIANA","H","PA","14","DEM","20181016","1977.68","24F","DM","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201905319149845806","","F7","F76","F76.4171","4060120191657396907","1332748","2018","PENNSYLVANIA","Democratic Party",""
"C70002472","AMERICAN FEDERATION OF TEACHERS, AFL-CIO","H8PA14065","BOERIO, BIBIANA","H","PA","14","DEM","20181029","1977.21","24F","DM","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201905319149845806","","F7","F76","F76.4227","4060120191657396908","1332748","2018","PENNSYLVANIA","Democratic Party",""
"C70002472","AMERICAN FEDERATION OF TEACHERS, AFL-CIO","H8WA05193","BROWN, LISA","H","WA","05","DEM","20181016","1756.41","24F","DM","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201905319149845806","","F7","F76","F76.4202","4060120191657396909","1332748","2018","WASHINGTON","Democratic Party",""
"C70002472","AMERICAN FEDERATION OF TEACHERS, AFL-CIO","S6OH00163","BROWN, SHERROD","S","OH","00","DEM","20181017","284.76","24F","DM","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201905319149845806","","F7","F76","F76.4263","4060120191657396910","1332748","2018","OHIO","Democratic Party",""
"C70002472","AMERICAN FEDERATION OF TEACHERS, AFL-CIO","S6OH00163","BROWN, SHERROD","S","OH","00","DEM","20181022","3301.7","24F","DM","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201905319149845807","","F7","F76","F76.4103","4060120191657396911","1332748","2018","OHIO","Democratic Party",""
"C70002472","AMERICAN FEDERATION OF TEACHERS, AFL-CIO","S6OH00163","BROWN, SHERROD","S","OH","00","DEM","20181029","3708.77","24F","DM","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201905319149845807","","F7","F76","F76.4251","4060120191657396912","1332748","2018","OHIO","Democratic Party",""
"C70002472","AMERICAN FEDERATION OF TEACHERS, AFL-CIO","H8WI01123","BRYCE, RANDY","H","WI","01","DEM","20181029","1666.35","24F","DM","M","S","http://docquery.fec.gov/cgi-bin/fecimg/?201905319149845807","","F7","F76","F76.4259","4060120191657396913","1332748","2018","WISCONSIN","Democratic Party",""
